Event ID,Restaurant ID,Restaurant Name,Photos Url,Title,Start Date,End Date
NA,3400275,Domino's Pizza,NA,NA,NA,NA
NA,3400425,Bikanervala,NA,NA,NA,NA
NA,3400868,Hichkee,NA,NA,NA,NA
NA,3400850,Urban Deck,NA,NA,NA,NA
NA,3400105,Pizza Hut,NA,NA,NA,NA
NA,3400279,Mc Donald's,NA,NA,NA,NA
NA,3400017,Pinch Of Spice,NA,NA,NA,NA
NA,3400282,Aahar,NA,NA,NA,NA
NA,3400277,Pizza Hut,NA,NA,NA,NA
NA,3400326,Tea'se Me - Rooftop Tea Boutique,NA,NA,NA,NA
NA,3400368,Domino's Pizza,NA,NA,NA,NA
NA,3500424,Gaylord Xpress,NA,NA,NA,NA
NA,3500484,Kalsang AMA Cafe,NA,NA,NA,NA
NA,3500505,Barbeque Nation,NA,NA,NA,NA
NA,3500218,Uss Da Dhaba,NA,NA,NA,NA
NA,3502144,Mannu Fast Food,NA,NA,NA,NA
NA,3501639,70 Percent Restro Cafe,NA,NA,NA,NA
NA,3500437,Walk In Woods,NA,NA,NA,NA
NA,18391854,Burger King,NA,NA,NA,NA
NA,18754629,Domino's Pizza,NA,NA,NA,NA
NA,18408585,Punjab Grill,NA,NA,NA,NA
NA,3500017,Anandam,NA,NA,NA,NA
NA,3500250,Ellora's Melting Moments,NA,NA,NA,NA
NA,3500078,Orchard,NA,NA,NA,NA
NA,3501364,Chicago BR,NA,NA,NA,NA
NA,3500193,KC Soup Bar,NA,NA,NA,NA
NA,18699236,Tuhada Dhaba,NA,NA,NA,NA
NA,3500011,Kalsang Friends Corner,NA,NA,NA,NA
NA,3500969,Cafe De Piccolo,NA,NA,NA,NA
NA,18416632,The Great Indian Pub,NA,NA,NA,NA
NA,3500010,Black Pepper Restaurant,NA,NA,NA,NA
NA,3600012,Empire Restaurant,NA,NA,NA,NA
NA,3600375,The Old House,NA,NA,NA,NA
NA,3600017,Gufha Restaurant,NA,NA,NA,NA
NA,3600065,Hotel RRR,NA,NA,NA,NA
NA,3600122,Kafe Biryani Corner,NA,NA,NA,NA
NA,3601144,Kapoor's Cafe,NA,NA,NA,NA
NA,3600119,Big Chicken,NA,NA,NA,NA
NA,3600593,Frosting,NA,NA,NA,NA
NA,3600817,Etihad Arabian Restaurant,NA,NA,NA,NA
NA,3600352,Barbeque Nation,NA,NA,NA,NA
NA,3600389,Highway 18,NA,NA,NA,NA
NA,3600018,KFC,NA,NA,NA,NA
NA,3600013,Green Leaf,NA,NA,NA,NA
NA,3600192,Spring - Radisson Blu Plaza,NA,NA,NA,NA
NA,3600015,Original Vinayaka Mylari,NA,NA,NA,NA
NA,3600148,Andhra Ruchulu,NA,NA,NA,NA
NA,3600265,Jalpaan Dining Saga,NA,NA,NA,NA
NA,3600252,Hotel RRR Mysore,NA,NA,NA,NA
NA,3600072,Nanking,NA,NA,NA,NA
NA,3600403,Hotel Hanumanthu,NA,NA,NA,NA
NA,3700054,Cafe Xtasi,NA,NA,NA,NA
NA,3700051,Cafe des Arts,NA,NA,NA,NA
NA,3700050,Baker Street,NA,NA,NA,NA
NA,3700770,Escape In,NA,NA,NA,NA
NA,3700021,The Indian Kaffe Express,NA,NA,NA,NA
NA,3701200,Les Saveurs,NA,NA,NA,NA
NA,18378803,#Dilliwaala6,NA,NA,NA,NA
NA,3700049,Villa Shanti,NA,NA,NA,NA
NA,3700041,Zuka,NA,NA,NA,NA
NA,3701130,PY Cafe,NA,NA,NA,NA
NA,3700572,Bread & Chocolate,NA,NA,NA,NA
NA,3700649,Taka Pizza,NA,NA,NA,NA
NA,3700069,Le Cafe,NA,NA,NA,NA
NA,3700010,Auroville Bakery,NA,NA,NA,NA
NA,3700656,Margaritas,NA,NA,NA,NA
NA,3700037,Le Dupleix,NA,NA,NA,NA
NA,3700017,The Pasta Bar Veneto,NA,NA,NA,NA
NA,3700723,SICILYS,NA,NA,NA,NA
NA,3700047,Surguru,NA,NA,NA,NA
NA,3700009,Tanto,NA,NA,NA,NA
NA,3800420,Mahalakshmi,NA,NA,NA,NA
NA,18744566,Burger King,NA,NA,NA,NA
NA,3800007,Barbeque Nation,NA,NA,NA,NA
NA,3800321,Coffee King,NA,NA,NA,NA
NA,18589557,Vegji's,NA,NA,NA,NA
NA,19003551,Icekraft,NA,NA,NA,NA
NA,3800583,Kailash Sweets & Snacks,NA,NA,NA,NA
NA,3800696,Kailash Sweet & Snacks,NA,NA,NA,NA
NA,3800313,Bhai Bhai Omelette Center,NA,NA,NA,NA
NA,18760674,Sarvottam Hotel,NA,NA,NA,NA
NA,18551944,Coffee King,NA,NA,NA,NA
NA,3800068,Jalaram Khichadi,NA,NA,NA,NA
NA,3800390,Singh Saaab Di Rasoi,NA,NA,NA,NA
NA,18349362,Harikrushna Restaurant,NA,NA,NA,NA
NA,18778476,Bismillah,NA,NA,NA,NA
NA,18783529,Kailash Sweets & Snacks,NA,NA,NA,NA
NA,3800537,Mahesh Pav Bhaji,NA,NA,NA,NA
NA,3800017,Pizza Hut,NA,NA,NA,NA
NA,3800293,Kailash Sweets & Snacks,NA,NA,NA,NA
NA,3800690,Bismillah,NA,NA,NA,NA
NA,3900223,Sha Chicken Hut,NA,NA,NA,NA
NA,18803653,KFC,NA,NA,NA,NA
NA,3900067,Taste King,NA,NA,NA,NA
NA,18610032,Crood Square,NA,NA,NA,NA
NA,3900057,Ming Garden,NA,NA,NA,NA
NA,3900045,Domino's Pizza,NA,NA,NA,NA
NA,3900253,Sagar Ratna,NA,NA,NA,NA
NA,3900267,Roma's Café Diner,NA,NA,NA,NA
NA,18689916,The Yellow Chilli,NA,NA,NA,NA
NA,3900245,Deena Chat Bhandar,NA,NA,NA,NA
NA,18652184,Doodh Booth,NA,NA,NA,NA
NA,3900135,Maharaja Restaurant,NA,NA,NA,NA
NA,18787962,Cafe de Coop,NA,NA,NA,NA
NA,3900032,Kashi Chat Bhandar,NA,NA,NA,NA
NA,3900455,The Tripling Bistro,NA,NA,NA,NA
NA,3900037,Pizza Hut,NA,NA,NA,NA
NA,3900138,McDonald's,NA,NA,NA,NA
NA,3900266,Holy Chopsticks,NA,NA,NA,NA
NA,18676368,Barbeque Nation,NA,NA,NA,NA
NA,3900043,Domino's Pizza,NA,NA,NA,NA
NA,4000412,Aasman,NA,NA,NA,NA
NA,18640853,Foresto Paradise,NA,NA,NA,NA
NA,4000320,Haldiram,NA,NA,NA,NA
NA,4000265,Harilal's,NA,NA,NA,NA
NA,18343124,Swaaddesh,NA,NA,NA,NA
NA,4000274,KFC,NA,NA,NA,NA
NA,18746152,Hungry Hope,NA,NA,NA,NA
NA,4000009,Domino's Pizza,NA,NA,NA,NA
NA,4000289,The Biryani Mall,NA,NA,NA,NA
NA,18625991,Barbeque Nation,NA,NA,NA,NA
NA,4000018,Kapil Dev's Eleven,NA,NA,NA,NA
NA,4000016,Bansi Vihar Restaurant,NA,NA,NA,NA
NA,18573326,Biryani Mahal,NA,NA,NA,NA
NA,18705092,Harilal's,NA,NA,NA,NA
NA,18706220,Zaaffran,NA,NA,NA,NA
NA,4000336,Pizza Hut,NA,NA,NA,NA
NA,4000015,Nirvana,NA,NA,NA,NA
NA,4000053,Biryani House,NA,NA,NA,NA
NA,18616231,Chaska The Addiction,NA,NA,NA,NA
NA,4000049,Lakhu Da Dhaba,NA,NA,NA,NA
NA,18560275,Barbeque Nation,NA,NA,NA,NA
NA,18534988,Masala Wok,NA,NA,NA,NA
NA,210139,Grub Shack,NA,NA,NA,NA
NA,201693,Dhaba Lane,NA,NA,NA,NA
NA,209723,Azkadenya,NA,NA,NA,NA
NA,18621395,Highway 311 Grills and Eatery,NA,NA,NA,NA
NA,207770,Mint Leaf of London,NA,NA,NA,NA
NA,209748,Kulcha King,NA,NA,NA,NA
NA,205432,Old Castello Restaurant & Cafe,NA,NA,NA,NA
NA,18549283,Sthan,NA,NA,NA,NA
NA,200376,California Pizza Kitchen,NA,NA,NA,NA
316246,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,The Huddle Bollywood Night,2019-04-26,2019-04-27
316249,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,The Huddle Bollywood Night,2019-04-26,2019-04-27
NA,18233284,Farzi Cafe,NA,NA,NA,NA
NA,18604803,Dillicious,NA,NA,NA,NA
337390,18650045,Tamarind Terrace,https://www.zomato.com/dubai/tamarind-terrace-al-karama/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Vishu Sadhya,2019-04-15,2019-04-15
NA,18820043,Biryaniwalla & Co,NA,NA,NA,NA
NA,210370,Texas De Brazil,NA,NA,NA,NA
NA,18259525,Real Momos,NA,NA,NA,NA
335476,209654,Rasoi Ghar,https://www.zomato.com/rasoigharuae/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4th Anniversary Celebration!,2019-04-29,2019-05-01
NA,200377,California Pizza Kitchen,NA,NA,NA,NA
NA,18485435,The Curry Culture,NA,NA,NA,NA
NA,18483420,Burnt Ends,NA,NA,NA,NA
NA,18482848,Singapore Zam Zam Restaurant,NA,NA,NA,NA
NA,18496115,Komala Vilas Restaurant,NA,NA,NA,NA
NA,18482886,Corner House,NA,NA,NA,NA
NA,18484349,Cut By Wolfgang Puck,NA,NA,NA,NA
NA,18483222,Jaan,NA,NA,NA,NA
NA,18484299,Melt Cafe,NA,NA,NA,NA
NA,18483051,Summer Pavilion,NA,NA,NA,NA
NA,18483372,Sky On 57,NA,NA,NA,NA
NA,18483595,Edge,NA,NA,NA,NA
NA,18485564,Wild Honey,NA,NA,NA,NA
NA,18485572,Carousel,NA,NA,NA,NA
NA,18483714,Fratini La Trattoria,NA,NA,NA,NA
NA,18483374,My Awesome Cafe,NA,NA,NA,NA
NA,18483658,Basilico,NA,NA,NA,NA
NA,18484464,Colony,NA,NA,NA,NA
NA,18483362,Adrift By David Myers,NA,NA,NA,NA
NA,18493989,Makansutra Gluttons Bay,NA,NA,NA,NA
NA,18494038,Peach Blossoms,NA,NA,NA,NA
NA,5603572,Ushna,NA,NA,NA,NA
NA,5601340,Aroos Damascus,NA,NA,NA,NA
NA,5600642,Katis Restaurant,NA,NA,NA,NA
334878,5604236,Malabar Regency,https://www.zomato.com/sharjah/malabar-regency-abu-shagara/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Traditional Kerala Style Vishu Sadya,2019-04-15,2019-04-15
NA,5602586,Saffron,NA,NA,NA,NA
NA,18386634,Momo House,NA,NA,NA,NA
NA,5603322,Khanji,NA,NA,NA,NA
NA,5603447,Eat Route,NA,NA,NA,NA
NA,5602215,Makani Restaurant,NA,NA,NA,NA
NA,5600103,Najmat Lahore Restaurant,NA,NA,NA,NA
NA,5602106,Papa Murphy's Pizza,NA,NA,NA,NA
NA,5601628,Laffah Cafeteria - كافتيريا لفاح,NA,NA,NA,NA
NA,18268134,Zaroob,NA,NA,NA,NA
NA,5600959,Nayaab Haandi,NA,NA,NA,NA
NA,5603697,Al Miqat,NA,NA,NA,NA
NA,5601952,Delhi Nihari Restaurant,NA,NA,NA,NA
NA,5601723,The Pizza Company,NA,NA,NA,NA
NA,5600556,TGI Fridays,NA,NA,NA,NA
NA,5601606,Shakespeare and Co. - شكسبير اند كو,NA,NA,NA,NA
NA,5604675,Molten Chocolate Cafe,NA,NA,NA,NA
NA,5701885,Max's Restaurant,NA,NA,NA,NA
NA,18403563,Texas de Brazil,NA,NA,NA,NA
NA,5702615,Via Delhi,NA,NA,NA,NA
NA,18340151,Famous Dave's Barbecue,NA,NA,NA,NA
NA,5702148,Nando's,NA,NA,NA,NA
NA,18431870,Parivar Restaurant,NA,NA,NA,NA
NA,5702574,The Cheesecake Factory,NA,NA,NA,NA
NA,5701978,Pizza Di Rocco,NA,NA,NA,NA
NA,5702150,Papa Murphy's Pizza- World Trade Center Mall,NA,NA,NA,NA
NA,5704255,Famous Dave's Barbecue,NA,NA,NA,NA
NA,5700119,India Palace,NA,NA,NA,NA
NA,5701025,India Palace,NA,NA,NA,NA
NA,5704202,Hot Palayok,NA,NA,NA,NA
NA,18493509,MYNT Indian Cuisine,NA,NA,NA,NA
NA,18212135,Denny's,NA,NA,NA,NA
NA,5701442,Peppermill,NA,NA,NA,NA
NA,5702990,Jazz@PizzaExpress,NA,NA,NA,NA
NA,18277098,Ming's Chamber,NA,NA,NA,NA
335542,5702486,Ghee Rice,https://www.zomato.com/abudhabi/ghee-rice-najda/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Vishu Celebration at Ghee Rice,2019-04-14,2019-04-14
NA,18340175,The Yellow Chilli by Sanjeev Kapoor,NA,NA,NA,NA
NA,5800678,Harbour Court - The Kingsbury,NA,NA,NA,NA
NA,5801085,Tea Avenue,NA,NA,NA,NA
NA,5800240,The Gallery Cafe,NA,NA,NA,NA
NA,5800710,The Manhattan Fish Market,NA,NA,NA,NA
NA,5800224,Sugar Bistro and Wine Bar,NA,NA,NA,NA
NA,5800746,T.G.I. Friday's,NA,NA,NA,NA
NA,5800011,The Bavarian,NA,NA,NA,NA
NA,5800707,The Barnesbury,NA,NA,NA,NA
NA,5800646,Coco Veranda,NA,NA,NA,NA
NA,5800066,Java Lounge,NA,NA,NA,NA
NA,5800634,Elite Indian Restaurant,NA,NA,NA,NA
NA,5800180,Cafe On The 5th,NA,NA,NA,NA
NA,5800947,The English Cake Company - The Cakery,NA,NA,NA,NA
NA,5801131,Indian Summer,NA,NA,NA,NA
NA,5800590,The Commons,NA,NA,NA,NA
NA,5800536,The Mango Tree,NA,NA,NA,NA
NA,5800891,The Paddington,NA,NA,NA,NA
NA,5800289,The Coffee Bean & Tea Leaf,NA,NA,NA,NA
NA,5800755,Upali's,NA,NA,NA,NA
NA,5800612,Burger's King,NA,NA,NA,NA
NA,18286221,Sarıhan,NA,NA,NA,NA
NA,5915530,Nusr-Et Steakhouse,NA,NA,NA,NA
NA,18264711,Ercan Steakhouse,NA,NA,NA,NA
NA,5926083,Joker No:19,NA,NA,NA,NA
NA,18453909,Asuman,NA,NA,NA,NA
NA,18140481,Mendel's,NA,NA,NA,NA
NA,5916219,Biber Burger,NA,NA,NA,NA
NA,5916870,Kukis,NA,NA,NA,NA
NA,5902117,Valonia,NA,NA,NA,NA
NA,5915409,Eleos Restaurant,NA,NA,NA,NA
NA,5906444,Tarihi Viktor Levi Şarap Evi,NA,NA,NA,NA
NA,5915054,Baltazar,NA,NA,NA,NA
NA,5913508,Katibim,NA,NA,NA,NA
NA,18140482,BeerHall,NA,NA,NA,NA
NA,18384475,Happy Moon's,NA,NA,NA,NA
NA,5908749,Ceviz Ağacı,NA,NA,NA,NA
NA,5906931,My Chef,NA,NA,NA,NA
NA,5904851,Limonlu Bahçe,NA,NA,NA,NA
NA,18089353,Mükellef,NA,NA,NA,NA
NA,5923535,Boon Cafe & Restaurant,NA,NA,NA,NA
NA,6000482,Mersinli Ciğerci Apo,NA,NA,NA,NA
NA,6001317,Cafe Des Cafes,NA,NA,NA,NA
NA,6005865,The Italian Cut Pizza & Kitchen,NA,NA,NA,NA
NA,6000447,Masabaşı Kebapçısı,NA,NA,NA,NA
NA,6000168,Hattena Hatay  Sofrası,NA,NA,NA,NA
NA,6002297,Trilye,NA,NA,NA,NA
NA,6000871,Çukurağa Sofrası,NA,NA,NA,NA
NA,6003858,Quick China,NA,NA,NA,NA
NA,6004408,Turta Home Cafe,NA,NA,NA,NA
NA,6000185,La Gioia Cafe Brasserie,NA,NA,NA,NA
NA,6001980,Timboo Cafe,NA,NA,NA,NA
NA,6001545,Cafe Botanica,NA,NA,NA,NA
NA,6000409,Cafemiz,NA,NA,NA,NA
NA,6002025,Masabaşı,NA,NA,NA,NA
NA,6001748,Meşhur Özçelik Aspava,NA,NA,NA,NA
NA,6005539,Zaytung Zone,NA,NA,NA,NA
NA,6000019,Nusr-Et Steakhouse,NA,NA,NA,NA
NA,6000921,Düveroğlu,NA,NA,NA,NA
NA,6007004,Müslüm Kebap,NA,NA,NA,NA
NA,6000549,Meşhur Tavacı Recep Usta,NA,NA,NA,NA
NA,6114829,Duck & Waffle,NA,NA,NA,NA
NA,6107336,Sushi Samba,NA,NA,NA,NA
NA,6113857,sketch Gallery,NA,NA,NA,NA
NA,6104220,Roti Chai,NA,NA,NA,NA
NA,6103211,Dishoom,NA,NA,NA,NA
NA,6104649,Honest Burgers,NA,NA,NA,NA
NA,6100054,Masala Zone,NA,NA,NA,NA
NA,6104639,Bob Bob Ricard,NA,NA,NA,NA
NA,6107493,Tayyabs,NA,NA,NA,NA
NA,6117859,Shake Shack,NA,NA,NA,NA
NA,6113835,Dinner By Heston Blumenthal - Mandarin Oriental Hyde Park,NA,NA,NA,NA
NA,6105938,Patty & Bun,NA,NA,NA,NA
NA,6102622,Burger & Lobster,NA,NA,NA,NA
NA,6116783,Aqua Shard,NA,NA,NA,NA
NA,6102866,Hakkasan,NA,NA,NA,NA
NA,6112889,MEATliquor,NA,NA,NA,NA
NA,6116563,Chotto Matte,NA,NA,NA,NA
NA,6103922,Dishoom,NA,NA,NA,NA
NA,6100354,Busaba Eathai,NA,NA,NA,NA
NA,6103902,Yauatcha,NA,NA,NA,NA
NA,18455788,Zaitoon Restaurant & Grills,NA,NA,NA,NA
NA,6202987,Max's Restaurant,NA,NA,NA,NA
NA,18397873,Hasan Kolcuoğlu,NA,NA,NA,NA
NA,18425886,Hasan Kolcuoğlu,NA,NA,NA,NA
NA,18318801,Roti & Boti,NA,NA,NA,NA
NA,18187643,Max's Restaurant,NA,NA,NA,NA
NA,18722599,Kairali Al Tanoor,NA,NA,NA,NA
NA,18107765,Zaffran Dining Experience,NA,NA,NA,NA
NA,6200733,Carluccio's - كارلوتشيوز,NA,NA,NA,NA
NA,18439782,Carluccio's - كارلوتشيوز,NA,NA,NA,NA
NA,6201346,Zaffran Café,NA,NA,NA,NA
NA,6201334,Chi'Zen - تشي زين,NA,NA,NA,NA
NA,6200166,Wok of Fame,NA,NA,NA,NA
NA,6201309,MRA Bakery Sweets & Restaurant,NA,NA,NA,NA
NA,6200383,Applebee's - ابل بيز,NA,NA,NA,NA
NA,6200110,Aalishan,NA,NA,NA,NA
NA,18626843,Desi Dhaba Restaurant ,NA,NA,NA,NA
NA,6201323,Yee Hwa,NA,NA,NA,NA
NA,6200412,Turkey Central Restaurant - مطعم تركيا المركزي,NA,NA,NA,NA
NA,6201976,Indian Coffee House,NA,NA,NA,NA
NA,18451647,Soru Izakaya,NA,NA,NA,NA
NA,18245912,Sunnies Cafe,NA,NA,NA,NA
NA,6310488,Saboten,NA,NA,NA,NA
NA,18506282,Sibyullee,NA,NA,NA,NA
NA,18684182,Soru Izakaya,NA,NA,NA,NA
NA,18641526,PizzaExpress,NA,NA,NA,NA
NA,6318945,Nikkei,NA,NA,NA,NA
NA,6316125,Mendokoro Ramenba,NA,NA,NA,NA
NA,6313941,Chelsea Kitchen,NA,NA,NA,NA
NA,18695427,Mendokoro Ramenba,NA,NA,NA,NA
NA,18278135,Sunnies Cafe,NA,NA,NA,NA
NA,18594729,Nikkei,NA,NA,NA,NA
NA,6304287,Izakaya Kikufuji,NA,NA,NA,NA
NA,18409457,Soban K-Town Grill,NA,NA,NA,NA
NA,6318506,Ooma,NA,NA,NA,NA
NA,18376891,Single Origin,NA,NA,NA,NA
NA,6314147,Va Bene Pasta Deli,NA,NA,NA,NA
NA,6316532,Mama Lou's Italian Kitchen,NA,NA,NA,NA
NA,6300010,Spiral - Sofitel Philippine Plaza Manila,NA,NA,NA,NA
NA,18643656,Nomi - Modern Japanese Cafe,NA,NA,NA,NA
NA,6403544,Jarryds,NA,NA,NA,NA
NA,6400918,Cape to Cuba,NA,NA,NA,NA
NA,6400217,Willoughby & Co.,NA,NA,NA,NA
NA,6401789,tashas,NA,NA,NA,NA
NA,6403030,La Colombe,NA,NA,NA,NA
NA,6400304,Eastern Food Bazaar,NA,NA,NA,NA
NA,6401054,Kloof Street House,NA,NA,NA,NA
NA,6400078,Nuri Sushi Factory,NA,NA,NA,NA
NA,6402904,The Larder,NA,NA,NA,NA
NA,6402177,Salushi,NA,NA,NA,NA
NA,18337822,Burger & Lobster,NA,NA,NA,NA
NA,6400191,Beluga,NA,NA,NA,NA
NA,6400392,The Cousins Trattoria,NA,NA,NA,NA
NA,6400175,The Fat Cactus,NA,NA,NA,NA
NA,6400097,Balducci,NA,NA,NA,NA
NA,18337855,Three Wise Monkeys,NA,NA,NA,NA
NA,6400176,Sevruga,NA,NA,NA,NA
NA,6401314,The Potluck Club,NA,NA,NA,NA
NA,6400212,Meloncino,NA,NA,NA,NA
NA,6401060,Jason Bakery,NA,NA,NA,NA
NA,6502134,The Whippet,NA,NA,NA,NA
NA,18767581,Saint,NA,NA,NA,NA
NA,6517396,Momo Baohaus,NA,NA,NA,NA
NA,18204217,Gemelli Cucina Bar,NA,NA,NA,NA
NA,6517568,Jamie's Italian,NA,NA,NA,NA
NA,6502688,Craft,NA,NA,NA,NA
NA,6517281,Pablo Eggs-Go-Bar,NA,NA,NA,NA
NA,6516831,The Big Mouth,NA,NA,NA,NA
NA,6517298,Kream,NA,NA,NA,NA
NA,6501030,The Foundry,NA,NA,NA,NA
NA,6515339,Cafe Del Sol Botanico,NA,NA,NA,NA
NA,6500789,The Green Peppercorn,NA,NA,NA,NA
NA,6515130,Hudsons,NA,NA,NA,NA
NA,6501265,Dukes Burgers,NA,NA,NA,NA
NA,6502130,Coobs,NA,NA,NA,NA
NA,6501365,Wombles,NA,NA,NA,NA
NA,6502041,KCC La Vie En Rose,NA,NA,NA,NA
NA,6500359,JB's Corner,NA,NA,NA,NA
NA,6501169,Walnut Grove,NA,NA,NA,NA
NA,6501055,DW Eleven-13,NA,NA,NA,NA
NA,6600440,Nau,NA,NA,NA,NA
NA,6601218,New Koto,NA,NA,NA,NA
NA,6601862,Taypá,NA,NA,NA,NA
NA,6601589,Coco Bambu,NA,NA,NA,NA
NA,6601457,Brazilian American Burgers,NA,NA,NA,NA
NA,6600214,Beirute,NA,NA,NA,NA
NA,6601549,It Speed Lunch,NA,NA,NA,NA
NA,6601602,Taco Pep,NA,NA,NA,NA
NA,6600754,Carcassone,NA,NA,NA,NA
NA,6600083,Villa Tevere,NA,NA,NA,NA
NA,6600611,Fred,NA,NA,NA,NA
NA,6601595,Outback Steakhouse,NA,NA,NA,NA
NA,6600542,Avenida Paulista,NA,NA,NA,NA
NA,6601145,Bierfass Pontão,NA,NA,NA,NA
NA,6600879,Babel,NA,NA,NA,NA
NA,6600379,Sushi Loko,NA,NA,NA,NA
NA,6601158,Manzuá,NA,NA,NA,NA
NA,6600963,La Chaumière,NA,NA,NA,NA
NA,6601005,Café Daniel Briand,NA,NA,NA,NA
NA,6600116,Gero,NA,NA,NA,NA
NA,6703405,Porque Sim,NA,NA,NA,NA
NA,6709740,Mocotó,NA,NA,NA,NA
NA,6700992,La Tambouille,NA,NA,NA,NA
NA,6712911,Coco Bambú,NA,NA,NA,NA
NA,6701071,Z Deli Sandwich Shop,NA,NA,NA,NA
NA,6711666,Kinoshita,NA,NA,NA,NA
NA,6712917,Coco Bambú,NA,NA,NA,NA
NA,6709580,Esquina Mocotó,NA,NA,NA,NA
NA,6713772,Sainte Marie Gastronomia,NA,NA,NA,NA
NA,6715930,Tanit,NA,NA,NA,NA
NA,6701853,Vicolo Nostro,NA,NA,NA,NA
NA,6715715,A Casa do Porco,NA,NA,NA,NA
NA,6700410,Tatini,NA,NA,NA,NA
NA,6702013,Jam,NA,NA,NA,NA
NA,6702374,Fasano - Hotel Fasano,NA,NA,NA,NA
NA,6712927,D.O.M.,NA,NA,NA,NA
NA,6715789,Djapa,NA,NA,NA,NA
NA,6701049,Bistrot de Paris,NA,NA,NA,NA
NA,6715851,Fleming’s Prime Steakhouse & Wine Bar,NA,NA,NA,NA
NA,6713209,Agello Cucina,NA,NA,NA,NA
NA,6801374,Solita,NA,NA,NA,NA
NA,6800878,The Alchemist,NA,NA,NA,NA
NA,17855562,Tattu Restaurant and Bar,NA,NA,NA,NA
NA,6801293,Hard Rock Cafe,NA,NA,NA,NA
NA,6801900,Evuna Bar & Restaurant,NA,NA,NA,NA
NA,6800908,Mughli,NA,NA,NA,NA
NA,18253075,Yard & Coop,NA,NA,NA,NA
NA,6800678,Lahore,NA,NA,NA,NA
NA,6801329,Home Sweet Home,NA,NA,NA,NA
NA,6801386,Cafe North,NA,NA,NA,NA
NA,6800759,The Grill on New York Street,NA,NA,NA,NA
NA,6801039,San Carlo,NA,NA,NA,NA
NA,6800235,The Grill On The Alley,NA,NA,NA,NA
NA,6800593,Zouk Tea Bar & Grill,NA,NA,NA,NA
NA,6801827,Umezushi,NA,NA,NA,NA
NA,6800782,The French by Simon Rogan - The Midland,NA,NA,NA,NA
NA,6801867,Manchester House,NA,NA,NA,NA
NA,6801984,Ibérica,NA,NA,NA,NA
NA,17855602,Turtle Bay,NA,NA,NA,NA
NA,6801884,Pieminister,NA,NA,NA,NA
NA,6901318,Adam's Restaurant,NA,NA,NA,NA
NA,6900674,Purnell's,NA,NA,NA,NA
NA,6900050,Jamie's Italian,NA,NA,NA,NA
NA,6900669,Fiesta del Asado,NA,NA,NA,NA
NA,6900078,Jimmy Spices,NA,NA,NA,NA
NA,6900224,Chaophraya,NA,NA,NA,NA
NA,6900883,Ju Ju's Cafe,NA,NA,NA,NA
NA,6900374,Bank,NA,NA,NA,NA
NA,6901062,The Warehouse Cafe,NA,NA,NA,NA
NA,6900724,Bodega,NA,NA,NA,NA
NA,6900388,Lasan Restaurant,NA,NA,NA,NA
NA,18273002,Damascena Coffee House,NA,NA,NA,NA
NA,6901051,The Plough,NA,NA,NA,NA
NA,6900227,Wagamama,NA,NA,NA,NA
NA,6900288,Fargo's Food Factory,NA,NA,NA,NA
NA,6900160,Handmade Burger Co.,NA,NA,NA,NA
NA,6900843,Chennai Dosa,NA,NA,NA,NA
NA,6900692,Simpsons Restaurants,NA,NA,NA,NA
NA,6900106,Pushkar,NA,NA,NA,NA
NA,6900339,Asha's,NA,NA,NA,NA
NA,18749437,Belly Worship,NA,NA,NA,NA
NA,7009344,Major Sprout,NA,NA,NA,NA
NA,7006421,PappaRich,NA,NA,NA,NA
NA,7003621,Circus Circus,NA,NA,NA,NA
NA,7001859,KK Malaysian Cuisine,NA,NA,NA,NA
NA,18393092,Amano Restaurant,NA,NA,NA,NA
NA,18667488,Wu and You,NA,NA,NA,NA
NA,18491782,Oak Eatery,NA,NA,NA,NA
NA,7003804,Fact-Tree Cafe,NA,NA,NA,NA
NA,7000992,Eden Noodles Cafe 四川担担面,NA,NA,NA,NA
NA,7003663,Federal Delicatessen,NA,NA,NA,NA
NA,7006945,Fokker Bros,NA,NA,NA,NA
NA,7003018,Paradise,NA,NA,NA,NA
NA,7004225,Thai Street,NA,NA,NA,NA
NA,7003660,Miss Clawdy,NA,NA,NA,NA
NA,7000700,Pocha 포차,NA,NA,NA,NA
NA,7004412,The Shelf,NA,NA,NA,NA
298162,7001670,"Eight - Cordis, Auckland Hotel",https://www.zomato.com/auckland/eight-cordis-auckland-hotel-symonds-street/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Chocolate Tuesdays,2019-04-05,2019-08-21
NA,18672367,Chamate,NA,NA,NA,NA
NA,7003002,Chikos Restaurant & Cafe,NA,NA,NA,NA
